scene,listener,system,predicted
S08836,L0242,E001,25.692084431648254
S08837,L0243,E001,24.51675534248352
S08843,L0215,E001,26.77958607673645
S08844,L0219,E001,26.30879580974579
S08844,L0225,E001,27.597790956497192
S08853,L0219,E001,27.556312084197998
S08862,L0217,E001,23.78549575805664
S08869,L0206,E001,27.185672521591187
S08875,L0239,E001,25.730890035629272
S08887,L0218,E001,29.328936338424683
S08887,L0221,E001,36.9309276342392
S08889,L0200,E001,26.76662504673004
S08889,L0240,E001,28.438305854797363
S08890,L0216,E001,25.498324632644653
S08895,L0236,E001,26.32436752319336
S08901,L0224,E001,27.17016339302063
S08903,L0222,E001,26.30144953727722
S08905,L0225,E001,25.607776641845703
S08905,L0231,E001,24.726802110671997
S08911,L0243,E001,24.848707020282745
S08916,L0236,E001,26.617303490638733
S08922,L0236,E001,24.780814349651337
S08923,L0236,E001,26.914259791374207
S08929,L0243,E001,27.95790433883667
S08931,L0217,E001,24.789729714393616
S08935,L0216,E001,25.80714225769043
S08939,L0222,E001,26.52677893638611
S08943,L0201,E001,24.992847442626953
S08949,L0231,E001,22.64811247587204
S08950,L0231,E001,26.79234743118286
S08952,L0215,E001,26.318994164466858
S08956,L0242,E001,29.409444332122803
S08959,L0218,E001,24.309900403022766
S08959,L0221,E001,29.58945631980896
S08961,L0209,E001,26.25042200088501
S08965,L0219,E001,28.523868322372437
S08965,L0225,E001,30.650585889816284
S08973,L0201,E001,25.652146339416504
S08976,L0206,E001,24.63735044002533
S08977,L0243,E001,24.42394345998764
S08979,L0206,E001,25.19093155860901
S08979,L0212,E001,25.8679062128067
S08980,L0242,E001,23.947252333164215
S08983,L0227,E001,29.516959190368652
S08987,L0206,E001,25.7709801197052
S08993,L0200,E001,26.46826207637787
S08993,L0240,E001,32.04368054866791
S08998,L0224,E001,22.758857905864716
S09011,L0209,E001,27.38649845123291
S09018,L0215,E001,25.080999732017517
S09029,L0209,E001,26.774299144744873
S09030,L0243,E001,29.769065976142883
S09034,L0216,E001,22.905050218105316
S09040,L0231,E001,26.170125603675842
S09047,L0224,E001,25.376194715499878
S09049,L0222,E001,25.485727190971375
S09061,L0243,E001,27.41180658340454
S09065,L0222,E001,25.482410192489624
S09067,L0201,E001,23.913198709487915
S09069,L0217,E001,24.26588535308838
S09071,L0215,E001,24.796870350837708
S09073,L0200,E001,25.211474299430847
S09073,L0240,E001,28.901904821395874
S09080,L0216,E001,23.11186194419861
S09086,L0222,E001,26.52239203453064
S09088,L0206,E001,26.521942019462585
S09088,L0212,E001,28.15040349960327
S09092,L0200,E001,26.485955715179443
S09092,L0240,E001,31.967389583587646
S09094,L0239,E001,24.34675544500351
S09101,L0217,E001,24.795883893966675
S09107,L0239,E001,23.147982358932495
S09111,L0227,E001,25.77986717224121
S09128,L0240,E001,36.4032506942749
S09136,L0224,E001,26.098495721817017
S09140,L0206,E001,26.50836706161499
S09140,L0212,E001,28.017017245292664
S09142,L0243,E001,28.39120924472809
S09144,L0224,E001,26.806077361106873
S09154,L0224,E001,23.681530356407166
S09155,L0206,E001,27.286583185195923
S09156,L0236,E001,26.352328062057495
S09158,L0218,E001,27.044060826301575
S09161,L0216,E001,28.90242338180542
S09164,L0239,E001,26.37743353843689
S09175,L0200,E001,26.38590633869171
S09175,L0240,E001,30.789387226104736
S09181,L0219,E001,29.38644587993622
S09181,L0225,E001,30.80195188522339
S09188,L0215,E001,25.175940990447998
S09193,L0216,E001,24.794603884220123
S09196,L0215,E001,21.251147985458374
S09199,L0239,E001,25.472605228424072
S09203,L0206,E001,24.916648864746094
S09208,L0239,E001,24.45674240589142
S09209,L0225,E001,27.602702379226685
S09209,L0231,E001,26.571059226989746
S09214,L0200,E001,27.632027864456177
S09228,L0219,E001,28.175485134124756
S09231,L0227,E001,29.483434557914734
S09245,L0206,E001,25.04289448261261
S09245,L0212,E001,26.011282205581665
S09246,L0224,E001,25.287997722625732
S09248,L0201,E001,23.539626598358154
S09250,L0212,E001,20.320725440979004
S09250,L0221,E001,22.628261148929596
S09255,L0217,E001,26.570498943328857
S09259,L0209,E001,25.66276788711548
S09261,L0201,E001,27.581846714019775
S09265,L0243,E001,28.278440237045288
S09270,L0218,E001,28.764575719833374
S09270,L0221,E001,35.78363060951233
S09271,L0206,E001,25.588583946228027
S09271,L0212,E001,26.584917306900024
S09276,L0200,E001,26.495790481567383
S09277,L0243,E001,29.79014813899994
S09280,L0243,E001,27.2423654794693
S09281,L0227,E001,27.025097608566284
S09282,L0209,E001,26.996523141860962
S09288,L0216,E001,25.27567744255066
S09297,L0227,E001,30.358177423477173
S09298,L0206,E001,23.245376348495483
S09308,L0243,E001,30.2595853805542
S09314,L0216,E001,22.82804846763611
S09317,L0200,E001,24.849247932434082
S09317,L0240,E001,29.802146553993225
S09321,L0216,E001,26.599520444869995
S09325,L0215,E001,23.305219411849976
S09328,L0216,E001,26.281440258026123
S09329,L0209,E001,27.336126565933228
S09332,L0209,E001,25.82482099533081
S09338,L0227,E001,25.960534811019897
S09339,L0224,E001,26.333150267601013
S09341,L0239,E001,25.73382556438446
S09342,L0243,E001,27.091294527053833
S09345,L0215,E001,24.614782631397247
S09346,L0219,E001,25.624364614486694
S09350,L0229,E001,27.588331699371338
S09350,L0242,E001,25.34031867980957
S09351,L0229,E001,25.518476963043213
S09351,L0242,E001,24.21281188726425
S09352,L0229,E001,30.520430207252502
S09352,L0242,E001,26.984146237373352
S09363,L0227,E001,25.027382373809814
S09365,L0243,E001,27.60053277015686
S09366,L0215,E001,22.08423614501953
S09377,L0216,E001,27.065950632095337
S09380,L0239,E001,24.724537134170532
S09382,L0218,E001,26.552563905715942
S09382,L0221,E001,32.43626356124878
S09386,L0225,E001,29.8541396856308
S09386,L0231,E001,28.539955615997314
S09387,L0225,E001,30.355948209762573
S09387,L0231,E001,27.764278650283813
S09396,L0216,E001,26.425617933273315
S09397,L0206,E001,24.8055562376976
S09398,L0239,E001,23.079068958759308
S09402,L0201,E001,24.953973293304443
S09406,L0222,E001,24.754472076892853
S09426,L0225,E001,27.334094047546387
S09426,L0231,E001,25.612515211105347
S09438,L0218,E001,29.224753379821777
S09438,L0221,E001,36.356449127197266
S09446,L0222,E001,23.53529930114746
S09450,L0231,E001,27.61310338973999
S09451,L0216,E001,26.683059334754944
S09452,L0201,E001,27.16583013534546
S09455,L0222,E001,27.200162410736084
S09459,L0219,E001,24.54918920993805
S09470,L0239,E001,24.345184862613678
S09474,L0229,E001,25.25186836719513
S09474,L0242,E001,24.687445163726807
S09480,L0209,E001,26.076912879943848
S09483,L0229,E001,30.244100093841553
S09483,L0242,E001,26.786965131759644
S09485,L0200,E001,25.958484411239624
S09485,L0240,E001,30.284443497657776
S09488,L0218,E001,24.646785855293274
S09488,L0221,E001,28.953391313552856
S09500,L0218,E001,27.640992403030396
S09502,L0242,E001,27.06180214881897
S09509,L0231,E001,27.981066703796387
S09510,L0222,E001,24.679076671600342
S09515,L0216,E001,25.074321031570435
S09519,L0219,E001,25.486773252487183
S09519,L0225,E001,26.410895586013794
S09525,L0224,E001,27.013641595840454
S09532,L0222,E001,23.369672894477844
S09533,L0215,E001,24.42128211259842
S09540,L0219,E001,27.15628147125244
S09543,L0227,E001,30.4348886013031
S09546,L0217,E001,25.61056613922119
S09553,L0240,E001,31.130489706993103
S09554,L0239,E001,24.293184280395508
S09564,L0224,E001,27.216824889183044
S09569,L0227,E001,31.008294224739075
S09571,L0206,E001,28.499382734298706
S09571,L0212,E001,30.1804780960083
S09573,L0229,E001,24.083364009857178
S09574,L0225,E001,29.446524381637573
S09574,L0231,E001,28.2430499792099
S09577,L0239,E001,24.357970058918
S09579,L0229,E001,29.412293434143066
S09579,L0242,E001,26.090645790100098
S09580,L0225,E001,28.832173347473145
S09580,L0231,E001,27.532130479812622
S09581,L0222,E001,27.434968948364258
S09586,L0239,E001,26.786059141159058
S09587,L0229,E001,27.05022692680359
S09587,L0242,E001,25.11180341243744
S09589,L0218,E001,23.38310033082962
S09596,L0224,E001,26.737791299819946
S09606,L0224,E001,23.030617833137512
S09613,L0225,E001,29.507318139076233
S09613,L0231,E001,27.317404747009277
S09615,L0227,E001,29.420915246009827
S09616,L0217,E001,24.470071494579315
S09620,L0242,E001,24.83656406402588
S09625,L0217,E001,25.50746202468872
S09626,L0243,E001,30.22659420967102
S09627,L0219,E001,29.439586400985718
S09628,L0206,E001,25.346076488494873
S09628,L0212,E001,26.973676681518555
S09634,L0240,E001,29.57538366317749
S09637,L0242,E001,24.0778386592865
S09641,L0227,E001,28.30803394317627
S09646,L0201,E001,25.38069486618042
S09649,L0201,E001,27.104103565216064
S09655,L0219,E001,25.540193915367126
S09655,L0225,E001,25.757533311843872
S09666,L0216,E001,26.090556383132935
S09669,L0225,E001,30.122274160385132
S09669,L0231,E001,29.395735263824463
S09670,L0201,E001,25.554507970809937
S09673,L0200,E001,23.943480849266052
S09673,L0240,E001,27.101951837539673
S09676,L0229,E001,30.651220679283142
S09677,L0236,E001,24.26014542579651
S09678,L0209,E001,27.2220641374588
S09681,L0227,E001,30.768433213233948
S09684,L0227,E001,29.46491539478302
S09689,L0209,E001,26.45164132118225
S09704,L0217,E001,26.585698127746582
S09707,L0201,E001,24.846217036247253
S09714,L0212,E001,27.117180824279785
S09714,L0221,E001,34.00683104991913
S09715,L0219,E001,26.5200138092041
S09715,L0225,E001,28.30866277217865
S09716,L0227,E001,29.619675874710083
S09719,L0236,E001,22.852590680122375
S09733,L0224,E001,24.71592426300049
S09740,L0201,E001,26.205122470855713
S09752,L0243,E001,26.14462971687317
S09753,L0243,E001,26.419103145599365
S09754,L0236,E001,24.553953111171722
S09759,L0229,E001,28.18927764892578
S09765,L0227,E001,30.390527844429016
S09767,L0209,E001,25.240615010261536
S09770,L0243,E001,24.90313947200775
S09776,L0217,E001,23.88574779033661
S09793,L0215,E001,25.651931762695312
S09803,L0222,E001,29.17391061782837
S09811,L0216,E001,26.372557878494263
S09818,L0236,E001,24.029669165611267
S09819,L0218,E001,28.195267915725708
S09819,L0221,E001,34.41672921180725
S09824,L0212,E001,28.24142277240753
S09824,L0221,E001,33.44491720199585
S09827,L0229,E001,31.923335790634155
S09830,L0222,E001,25.196540355682373
S09833,L0216,E001,23.572123050689697
S09837,L0219,E001,30.46165704727173
S09837,L0225,E001,34.02038514614105
S09841,L0206,E001,25.54430365562439
S09844,L0215,E001,23.66018295288086
S09846,L0218,E001,23.96511435508728
S09856,L0227,E001,27.32478976249695
S09857,L0225,E001,26.919656991958618
S09857,L0231,E001,25.886598229408264
S09860,L0215,E001,23.77866506576538
S09861,L0236,E001,24.807333946228027
S09862,L0201,E001,26.5341579914093
S09865,L0215,E001,24.219444394111633
S09866,L0200,E001,27.24246382713318
S09870,L0216,E001,26.448333263397217
S09877,L0236,E001,25.723671913146973
S09884,L0215,E001,24.89437907934189
S09892,L0215,E001,26.260441541671753
S09893,L0240,E001,27.090775966644287
S09894,L0200,E001,25.746464729309082
S09894,L0240,E001,28.704845905303955
S09899,L0227,E001,28.468990325927734
S09900,L0206,E001,24.944432079792023
S09903,L0212,E001,26.708316802978516
S09903,L0221,E001,31.859934329986572
S09904,L0215,E001,25.239062309265137
S09907,L0201,E001,25.862812995910645
S09908,L0224,E001,27.059435844421387
S09911,L0236,E001,23.58960658311844
S09913,L0217,E001,26.343834400177002
S09919,L0242,E001,25.287669897079468
S09922,L0231,E001,26.73121690750122
S09923,L0219,E001,27.55768895149231
S09928,L0216,E001,24.40982162952423
S09934,L0229,E001,25.460481643676758
S09934,L0242,E001,23.72037172317505
S09945,L0224,E001,25.483906269073486
S09951,L0239,E001,24.686700105667114
S09952,L0219,E001,28.402423858642578
S09952,L0225,E001,29.97576892375946
S09961,L0231,E001,27.063071727752686
S09969,L0243,E001,26.501569151878357
S09971,L0219,E001,24.959391355514526
S09972,L0206,E001,26.982739567756653
S10000,L0236,E001,26.504701375961304
S08508,L0243,E003,50.592041015625
S08510,L0219,E003,44.36437487602234
S08510,L0225,E003,49.4947224855423
S08512,L0212,E003,48.39372634887695
S08512,L0221,E003,52.57103443145752
S08529,L0224,E003,45.22124528884888
S08532,L0236,E003,38.930439949035645
S08540,L0215,E003,37.34043836593628
S08546,L0212,E003,47.68129289150238
S08546,L0221,E003,52.076709270477295
S08554,L0201,E003,28.692185878753662
S08558,L0242,E003,32.32007026672363
S08561,L0219,E003,44.31291222572327
S08566,L0206,E003,46.421098709106445
S08574,L0215,E003,40.17202854156494
S08576,L0217,E003,36.374431848526
S08578,L0200,E003,44.59870159626007
S08578,L0240,E003,54.888808727264404
S08579,L0216,E003,45.663002133369446
S08582,L0229,E003,50.61195492744446
S08590,L0240,E003,56.81254863739014
S08600,L0242,E003,36.93641424179077
S08606,L0200,E003,46.319788694381714
S08613,L0218,E003,49.71539080142975
S08613,L0221,E003,52.37449407577515
S08614,L0206,E003,44.873374700546265
S08616,L0219,E003,50.56118965148926
S08616,L0225,E003,53.222811222076416
S08625,L0218,E003,51.28266215324402
S08627,L0216,E003,42.246824502944946
S08628,L0239,E003,34.33513343334198
S08636,L0239,E003,41.77659749984741
S08637,L0231,E003,48.37118685245514
S08644,L0216,E003,44.5307582616806
S08651,L0227,E003,43.19681227207184
S08652,L0216,E003,44.34289336204529
S08653,L0224,E003,44.07712519168854
S08658,L0219,E003,44.99807357788086
S08658,L0225,E003,47.806498408317566
S08660,L0224,E003,41.847625374794006
S08682,L0243,E003,47.53877520561218
S08683,L0200,E003,33.9148223400116
S08686,L0219,E003,42.57616400718689
S08689,L0219,E003,48.328712582588196
S08690,L0217,E003,32.03584551811218
S08702,L0227,E003,49.99390244483948
S08703,L0217,E003,38.90117406845093
S08707,L0229,E003,47.77200222015381
S08710,L0239,E003,38.79580497741699
S08713,L0212,E003,47.983479499816895
S08713,L0221,E003,52.94496417045593
S08722,L0212,E003,37.87864446640015
S08722,L0221,E003,45.26241421699524
S08725,L0236,E003,45.3007698059082
S08727,L0200,E003,37.50078082084656
S08727,L0240,E003,51.41618251800537
S08735,L0212,E003,44.217583537101746
S08735,L0221,E003,50.17497539520264
S08739,L0209,E003,36.54715120792389
S08742,L0217,E003,32.79462456703186
S08743,L0231,E003,52.12002396583557
S08745,L0201,E003,44.63182091712952
S08750,L0231,E003,49.511364102363586
S08751,L0217,E003,25.164923071861267
S08752,L0222,E003,52.86760330200195
S08753,L0216,E003,34.21981334686279
S08766,L0227,E003,49.65899586677551
S08767,L0215,E003,43.40094327926636
S08778,L0201,E003,46.263742446899414
S08779,L0201,E003,39.75852429866791
S08780,L0215,E003,42.918771505355835
S08781,L0227,E003,41.04747474193573
S08782,L0239,E003,25.697699189186096
S08785,L0200,E003,47.3088264465332
S08785,L0240,E003,56.06265664100647
S08793,L0243,E003,51.15332007408142
S08798,L0217,E003,26.43335461616516
S08800,L0239,E003,40.37713408470154
S08807,L0240,E003,51.494812965393066
S08809,L0200,E003,41.11234247684479
S08809,L0240,E003,53.93057465553284
S08816,L0227,E003,48.399096727371216
S08817,L0239,E003,28.20313572883606
S08818,L0217,E003,35.0123405456543
S08820,L0201,E003,36.20483875274658
S08836,L0236,E003,44.91868615150452
S08837,L0239,E003,21.649828553199768
S08843,L0229,E003,51.2179970741272
S08844,L0216,E003,47.15643525123596
S08853,L0216,E003,41.136762499809265
S08854,L0240,E003,51.74175500869751
S08862,L0236,E003,47.289592027664185
S08867,L0218,E003,49.09433424472809
S08867,L0221,E003,52.26817727088928
S08869,L0215,E003,49.466484785079956
