scene,listener,system,predicted
S09205,L0208,E013,70.4311752319336
S09377,L0242,E013,83.6939926147461
S09676,L0224,E013,70.89120483398438
S08950,L0227,E013,67.00119018554688
S08637,L0215,E013,71.06069946289062
S08727,L0217,E013,87.07688903808594
S08725,L0240,E013,67.05504608154297
S09533,L0231,E013,82.04701232910156
S09964,L0242,E013,70.72193908691406
S09196,L0231,E013,70.64092254638672
S08529,L0229,E013,73.0094985961914
S09306,L0209,E013,67.73206329345703
S09677,L0220,E013,74.8619155883789
S09649,L0231,E013,81.1756820678711
S09649,L0225,E013,76.8600082397461
S09155,L0219,E013,70.90066528320312
S09589,L0239,E013,74.71359252929688
S08965,L0241,E013,68.03921508789062
S08854,L0242,E013,78.95243835449219
S09342,L0218,E013,72.21024322509766
S09920,L0208,E013,77.06114959716797
S09386,L0227,E013,70.91384887695312
S09209,L0227,E013,80.86030578613281
S09824,L0222,E013,70.82843780517578
S08767,L0219,E013,67.27596282958984
S09366,L0216,E013,79.969970703125
S08793,L0200,E013,88.22640228271484
S08931,L0200,E013,74.39745330810547
S09915,L0220,E013,72.39871978759766
S09740,L0219,E013,70.93207550048828
S09740,L0225,E013,70.92826843261719
S08683,L0217,E013,72.31426239013672
S09620,L0240,E013,68.38616943359375
S09510,L0201,E013,77.62173461914062
S08745,L0239,E013,88.06355285644531
S08943,L0225,E013,70.93025207519531
S09920,L0209,E013,83.9679183959961
S08943,L0231,E013,70.91149139404297
S09543,L0224,E013,68.10609436035156
S09919,L0240,E013,67.7613296508789
S09923,L0215,E013,81.57608795166016
S09144,L0217,E013,86.42737579345703
S09485,L0236,E013,70.76114654541016
S09152,L0242,E013,70.7020492553711
S08613,L0243,E013,68.10309600830078
S08578,L0217,E013,79.45533752441406
S09833,L0229,E013,75.87654876708984
S09759,L0224,E013,87.53092193603516
S09767,L0221,E013,70.94881439208984
S08961,L0212,E013,69.33010864257812
S08890,L0242,E013,72.23670959472656
S09580,L0241,E013,68.69829559326172
S09907,L0219,E013,70.86319732666016
S09899,L0202,E013,69.03980255126953
S09907,L0225,E013,70.906005859375
S08971,L0242,E013,74.85594177246094
S09199,L0201,E013,86.51505279541016
S09554,L0206,E013,83.17033386230469
S08778,L0222,E013,70.85466003417969
S08782,L0218,E013,72.4343490600586
S09716,L0224,E013,72.39934539794922
S08959,L0239,E013,85.45748901367188
S09480,L0212,E013,77.77459716796875
S09819,L0239,E013,80.47639465332031
S08710,L0218,E013,70.89595031738281
S09752,L0221,E013,67.96189880371094
S08790,L0236,E013,70.97586059570312
S09546,L0200,E013,79.83029174804688
S09270,L0239,E013,88.29401397705078
S09596,L0217,E013,70.91734313964844
S08817,L0221,E013,68.17552947998047
S09621,L0220,E013,69.38771057128906
S09865,L0216,E013,80.08881378173828
S08743,L0215,E013,88.13251495361328
S09969,L0218,E013,70.84855651855469
S09811,L0235,E013,67.1906509399414
S09525,L0217,E013,72.1955337524414
S09158,L0208,E013,70.11882019042969
S08510,L0201,E013,68.05809783935547
S09666,L0229,E013,70.764404296875
S09613,L0241,E013,70.90180969238281
S08935,L0242,E013,69.67549133300781
S08753,L0241,E013,85.87474060058594
S09315,L0243,E013,84.22608184814453
S09519,L0241,E013,70.75655364990234
S09669,L0241,E013,84.80196380615234
S08710,L0221,E013,70.95881652832031
S09752,L0218,E013,70.01160430908203
S08576,L0224,E013,70.0119400024414
S08867,L0243,E013,66.41433715820312
S09314,L0235,E013,70.84313201904297
S08554,L0239,E013,81.41444396972656
S09837,L0241,E013,79.86906433105469
S09892,L0216,E013,70.664306640625
S08817,L0218,E013,70.61114501953125
S08956,L0240,E013,67.74488067626953
S09969,L0221,E013,70.918701171875
S09341,L0201,E013,72.27252197265625
S09161,L0242,E013,73.46513366699219
S09776,L0200,E013,87.51358032226562
S09438,L0239,E013,82.98128509521484
S08897,L0208,E013,75.64904022216797
S09261,L0219,E013,70.88494110107422
S09261,L0225,E013,70.92451477050781
S09928,L0229,E013,80.1294937133789
S08993,L0236,E013,68.90823364257812
S08561,L0206,E013,67.19535827636719
S08723,L0225,E013,74.36476135253906
S09542,L0243,E013,82.89053344726562
S09387,L0241,E013,68.99711608886719
S08723,L0219,E013,77.7647705078125
S08658,L0201,E013,70.79646301269531
S08702,L0231,E013,68.43550109863281
S08702,L0225,E013,67.95243835449219
S09111,L0224,E013,83.46406555175781
S08707,L0216,E013,82.65913391113281
S08897,L0209,E013,82.41494750976562
S08582,L0216,E013,83.50991821289062
S08614,L0208,E013,74.7034912109375
S09540,L0215,E013,70.65817260742188
S09406,L0215,E013,69.67138671875
S08594,L0241,E013,85.5598373413086
S09317,L0227,E009,71.66819763183594
S09540,L0218,E009,71.09943389892578
S09844,L0208,E009,67.84957122802734
S09386,L0212,E009,71.13920593261719
S09866,L0229,E009,71.07872009277344
S09209,L0212,E009,72.5335922241211
S08798,L0219,E009,72.69184875488281
S08751,L0219,E009,71.10427856445312
S09142,L0224,E009,68.73603820800781
S08759,L0201,E009,66.4974365234375
S09780,L0242,E009,71.14610290527344
S08735,L0242,E009,74.9676742553711
S09276,L0235,E009,71.05952453613281
S09073,L0227,E009,78.2223129272461
S08815,L0241,E009,71.33487701416016
S08732,L0227,E009,71.2026138305664
S09952,L0218,E009,69.78732299804688
S09553,L0241,E009,69.15499114990234
S09188,L0239,E009,66.8481674194336
S09678,L0240,E009,68.34774017333984
S08540,L0236,E009,72.96290588378906
S09510,L0220,E009,79.0428466796875
S08795,L0227,E009,69.65758514404297
S09314,L0206,E009,71.18436431884766
S09844,L0209,E009,69.03368377685547
S09621,L0216,E009,70.76097869873047
S09865,L0208,E009,68.85425567626953
S09621,L0202,E009,69.93462371826172
S09776,L0231,E009,91.654541015625
S09655,L0221,E009,75.9798355102539
S08998,L0215,E009,75.49532318115234
S09677,L0202,E009,75.12712097167969
S09790,L0239,E009,74.65473175048828
S08916,L0224,E009,69.85865783691406
S08685,L0227,E009,78.30970764160156
S09689,L0240,E009,83.90918731689453
S08606,L0215,E009,74.4382095336914
S08952,L0209,E009,71.23912048339844
S09715,L0218,E009,71.26427459716797
S09564,L0215,E009,67.94145202636719
S09366,L0208,E009,69.82705688476562
S09502,L0231,E009,86.37167358398438
S09860,L0239,E009,69.88714599609375
S08844,L0218,E009,67.52503204345703
S08997,L0241,E009,70.484375
S09502,L0225,E009,83.1137466430664
S09259,L0200,E009,69.31365203857422
S09199,L0220,E009,72.9608383178711
S09034,L0201,E009,86.92486572265625
S08891,L0229,E009,68.59162139892578
S09915,L0202,E009,89.7826919555664
S09915,L0216,E009,89.51750946044922
S09641,L0222,E009,70.25656127929688
S09704,L0216,E009,74.29413604736328
S08923,L0224,E009,71.30266571044922
S09593,L0239,E009,72.96868133544922
S09894,L0235,E009,75.0840835571289
S08952,L0208,E009,71.19146728515625
S09317,L0235,E009,67.86901092529297
S09862,L0243,E009,68.61933898925781
S08510,L0220,E009,69.69917297363281
S08614,L0217,E009,79.05916595458984
S09793,L0208,E009,67.46910858154297
S08901,L0215,E009,69.64884185791016
S08771,L0241,E009,72.60889434814453
S09893,L0241,E009,78.721435546875
S09715,L0221,E009,71.249267578125
S09136,L0215,E009,70.44389343261719
S08844,L0221,E009,67.33699035644531
S09827,L0219,E009,69.17757415771484
S09281,L0222,E009,69.43463897705078
S09073,L0235,E009,72.77132415771484
S09904,L0209,E009,78.9074935913086
S09904,L0208,E009,76.48452758789062
S09011,L0240,E009,71.19896697998047
S08732,L0235,E009,71.10099792480469
S09321,L0201,E009,81.98184967041016
S08781,L0209,E009,70.5978775024414
S08707,L0208,E009,77.33786010742188
S09515,L0201,E009,70.14519500732422
S09793,L0209,E009,68.01940155029297
S09308,L0224,E009,68.0346908569336
S08897,L0217,E009,86.6388931274414
S09436,L0239,E009,71.29833984375
S08582,L0208,E009,69.07547760009766
S09573,L0219,E009,84.90830993652344
S09341,L0220,E009,67.46543884277344
S09856,L0222,E009,73.26048278808594
S08869,L0243,E009,66.83426666259766
S09378,L0241,E009,71.15408325195312
S09964,L0201,E009,71.14185333251953
S09923,L0218,E009,76.19708251953125
S08752,L0200,E009,69.68312072753906
S08575,L0227,E009,78.67870330810547
S09029,L0240,E009,71.20503997802734
S09460,L0239,E009,74.47620391845703
S09913,L0216,E009,74.7267837524414
S08969,L0239,E009,69.14137268066406
S09777,L0242,E009,71.12825012207031
S08883,L0229,E009,68.96414947509766
S09018,L0239,E009,92.62093353271484
S09951,L0200,E009,71.115234375
S09377,L0201,E009,72.82649230957031
S08537,L0219,E009,73.22097778320312
S08537,L0225,E009,72.48556518554688
S09248,L0209,E009,80.65253448486328
S09245,L0236,E009,71.16487884521484
S09952,L0221,E009,69.60820007324219
S09606,L0215,E009,74.94252014160156
S08931,L0231,E009,73.9715347290039
S09061,L0224,E009,89.04131317138672
S08658,L0220,E009,71.1224594116211
S09894,L0227,E009,80.66613006591797
S09282,L0200,E009,70.315673828125
S08765,L0243,E009,70.7947006225586
S09945,L0215,E009,75.46778106689453
S09892,L0208,E009,71.07616424560547
S09811,L0206,E009,74.54450225830078
S09655,L0218,E009,76.55197143554688
S09972,L0243,E009,69.17112731933594
S09158,L0217,E009,75.821533203125
S08686,L0200,E009,86.71124267578125
S09719,L0224,E009,71.2572250366211
S09262,L0242,E009,76.13731384277344
S08575,L0241,E009,77.19841003417969
S08579,L0221,E009,68.21630859375
S08574,L0236,E009,71.07640838623047
S08785,L0215,E009,71.17050170898438
S08843,L0208,E009,72.31961822509766
S09707,L0243,E009,77.61494445800781
S09387,L0212,E009,70.49308776855469
S09765,L0222,E009,70.63176727294922
S08905,L0221,E009,71.1373062133789
S09325,L0208,E009,72.78797149658203
S09030,L0224,E009,68.45024871826172
S09181,L0221,E009,77.25210571289062
S09397,L0243,E009,71.12106323242188
S08820,L0236,E009,75.58321380615234
S09107,L0220,E009,71.13260650634766
S09625,L0231,E009,69.05197143554688
S09673,L0227,E009,78.31285858154297
S08854,L0201,E009,70.64884185791016
S09684,L0222,E009,75.78325653076172
S09234,L0241,E009,69.57649230957031
S09884,L0239,E009,76.09542846679688
S09463,L0242,E009,69.79547882080078
S08594,L0212,E009,74.64779663085938
S08613,L0229,E009,68.05776977539062
S09579,L0225,E009,67.72248077392578
S08973,L0243,E009,72.03386688232422
S09579,L0219,E009,68.33290100097656
S08983,L0222,E009,71.05035400390625
S09088,L0236,E009,83.9605712890625
S09846,L0217,E009,82.67189025878906
S09080,L0206,E009,72.55571746826172
S09613,L0212,E009,71.21807098388672
S09893,L0227,E009,80.66851806640625
S09669,L0212,E009,75.79454803466797
S08818,L0222,E009,77.74749755859375
S09214,L0235,E009,68.22222137451172
S09101,L0231,E009,76.63420867919922
S08558,L0222,E009,75.04953002929688
S09903,L0236,E009,72.24077606201172
S08625,L0235,E009,66.86685943603516
S08971,L0201,E009,68.0639877319336
S09255,L0216,E009,75.98731231689453
S08890,L0201,E009,69.45372009277344
S09125,L0202,E009,78.58657836914062
S09125,L0216,E009,80.92587280273438
S09818,L0224,E009,74.14802551269531
S08922,L0224,E009,71.21240234375
S09152,L0201,E009,70.77830505371094
S09274,L0217,E009,71.24174499511719
S09265,L0224,E009,71.21102905273438
S09637,L0231,E009,71.13713073730469
S09637,L0225,E009,71.13502502441406
S08690,L0222,E009,76.5228271484375
S09346,L0218,E009,67.95074462890625
S08685,L0241,E009,75.7334976196289
S09580,L0212,E009,69.00194549560547
S09857,L0221,E009,84.92945098876953
S08713,L0242,E009,78.15936279296875
S09288,L0206,E009,71.13939666748047
S09362,L0202,E009,68.22907257080078
S09362,L0216,E009,68.70185852050781
S09646,L0209,E009,76.04618072509766
S09205,L0217,E009,76.84455108642578
S09315,L0229,E009,79.27415466308594
S09831,L0239,E009,69.04839324951172
S09977,L0239,E009,71.1767807006836
S09480,L0240,E009,74.51380157470703
S09343,L0216,E009,71.08993530273438
S09586,L0200,E009,67.48173522949219
S09352,L0225,E009,70.51097869873047
S09343,L0202,E009,71.08033752441406
S09470,L0220,E009,66.14462280273438
S08809,L0215,E009,69.70145416259766
S09352,L0219,E009,70.88937377929688
S08742,L0219,E009,67.69178009033203
S08935,L0201,E009,68.03948211669922
S08867,L0229,E009,68.5587387084961
S08949,L0212,E009,81.28195190429688
S08949,L0206,E009,85.29544067382812
S09673,L0235,E009,73.4769515991211
S08961,L0240,E009,67.00414276123047
S09298,L0243,E009,68.14846801757812
S09067,L0243,E009,71.11628723144531
S08546,L0242,E009,73.977294921875
S09500,L0217,E009,71.52068328857422
S09828,L0239,E009,86.69889831542969
S09714,L0236,E009,70.74871063232422
S09094,L0200,E009,74.95703125
S09577,L0200,E009,70.11668395996094
S09628,L0236,E009,72.43651580810547
S08579,L0218,E009,68.41439819335938
S09250,L0236,E009,74.05308532714844
S09154,L0215,E009,71.23399353027344
S09542,L0229,E009,90.6362075805664
S08616,L0220,E009,66.97358703613281
S08628,L0224,E009,70.63495635986328
S09271,L0236,E009,68.0825424194336
S09553,L0227,E009,69.58822631835938
S09426,L0221,E009,87.88963317871094
S08652,L0218,E009,70.67485046386719
S08950,L0212,E009,70.4701919555664
S08950,L0206,E009,72.57482147216797
S08862,L0231,E009,71.02827453613281
S09181,L0218,E009,77.73460388183594
S09339,L0215,E009,67.07938385009766
S09861,L0202,E009,68.90447235107422
S08795,L0241,E009,69.03611755371094
S08780,L0236,E009,77.80387115478516
S09161,L0201,E009,68.66388702392578
S09574,L0221,E009,70.7457504272461
S09306,L0242,E009,73.553955078125
S09196,L0209,E009,70.53227233886719
S08875,L0220,E009,71.17063903808594
S09533,L0209,E009,79.6502914428711
S09261,L0243,E009,71.11640167236328
S09580,L0221,E009,68.87427520751953
S08682,L0216,E009,84.98368072509766
S09857,L0212,E009,85.0074462890625
S08753,L0218,E009,83.35066986083984
S08889,L0235,E009,69.34880065917969
S09519,L0218,E009,71.26956939697266
S08651,L0209,E009,79.1707992553711
S08723,L0243,E009,70.18734741210938
S09227,L0239,E009,73.82709503173828
S09733,L0215,E009,72.69232940673828
S08651,L0208,E009,77.11968994140625
S09259,L0240,E009,67.74641418457031
S09571,L0236,E009,71.19934844970703
S09451,L0206,E009,87.27213287353516
S09529,L0217,E009,72.32136535644531
S09689,L0200,E009,90.7562255859375
S09616,L0216,E009,82.8074722290039
S09971,L0218,E009,71.0794906616211
S09837,L0218,E009,71.46920013427734
S08791,L0235,E009,68.83867645263672
S09533,L0208,E009,77.07655334472656
S09615,L0222,E009,89.91739654541016
S09196,L0208,E009,69.57954406738281
S09767,L0240,E009,71.25177764892578
S09626,L0224,E009,71.13074493408203
S08956,L0231,E009,69.68912506103516
