scene,listener,system,predicted
S09082,L0209,E013,68.61228942871094
S08795,L0236,E013,67.23086547851562
S09790,L0202,E013,68.61207580566406
S09790,L0216,E013,68.61216735839844
S09488,L0239,E013,66.48250579833984
S08939,L0201,E013,74.17115020751953
S09589,L0208,E013,72.53214263916016
S08869,L0219,E013,67.23072814941406
S09615,L0202,E013,68.61212921142578
S08690,L0224,E013,66.48250579833984
S08875,L0201,E013,74.1710205078125
S09277,L0221,E013,72.5322036743164
S09280,L0218,E013,67.23075866699219
S09476,L0208,E013,68.61205291748047
S09255,L0200,E013,66.48250579833984
S09857,L0227,E013,66.48250579833984
S09780,L0209,E013,74.16960144042969
S09922,L0235,E013,72.53236389160156
S08574,L0222,E013,67.2310562133789
S08735,L0209,E013,68.61206817626953
S09396,L0235,E013,66.48250579833984
S09977,L0202,E013,74.17259979248047
S09553,L0236,E013,72.53173828125
S09977,L0216,E013,74.17744445800781
S09831,L0202,E013,67.23064422607422
S09831,L0216,E013,67.23067474365234
S09276,L0243,E013,68.61205291748047
S09586,L0206,E013,66.48250579833984
S09288,L0229,E013,74.1710205078125
S09030,L0218,E013,72.53182983398438
S08765,L0225,E013,67.23060607910156
S08590,L0242,E013,68.61214447021484
S08820,L0222,E013,66.48250579833984
S08765,L0219,E013,67.23088073730469
S09476,L0209,E013,68.61215209960938
S08911,L0221,E013,74.16975402832031
S09500,L0239,E013,72.53190612792969
S09862,L0225,E013,67.23065185546875
S09862,L0219,E013,67.23090362548828
S09086,L0215,E013,68.61197662353516
S09088,L0222,E013,66.48250579833984
S09812,L0242,E013,74.1683349609375
S09459,L0215,E013,72.53180694580078
S09577,L0206,E013,67.23077392578125
S09094,L0206,E013,68.61225891113281
S09398,L0201,E013,66.48250579833984
S08929,L0221,E013,74.16987609863281
S09529,L0208,E013,72.5322494506836
S08931,L0240,E013,67.23066711425781
S09903,L0222,E013,68.61235809326172
S09426,L0227,E013,68.61201477050781
S09646,L0225,E013,66.48250579833984
S08785,L0217,E013,74.18135070800781
S09646,L0231,E013,66.48250579833984
S09078,L0242,E013,72.53182220458984
S08890,L0229,E013,67.23049926757812
S09574,L0227,E013,72.53174591064453
S09828,L0202,E013,68.61199951171875
S09828,L0216,E013,68.61204528808594
S09655,L0241,E013,66.48250579833984
S09265,L0218,E013,74.17041015625
S09884,L0216,E013,72.53167724609375
S09339,L0217,E013,67.23074340820312
S08929,L0218,E013,74.17018127441406
S09893,L0236,E013,68.61212158203125
S08742,L0224,E013,66.48250579833984
S09922,L0227,E013,72.53199005126953
S09065,L0201,E013,74.16928100585938
S09952,L0241,E013,72.53189849853516
S09208,L0201,E013,67.23085021972656
S08905,L0227,E013,74.17091369628906
S09765,L0224,E013,68.6122055053711
S09451,L0235,E013,66.48250579833984
S09154,L0217,E013,74.17707824707031
S08935,L0229,E013,72.53236389160156
S09911,L0220,E013,67.2306900024414
S09029,L0221,E013,68.61200714111328
S09776,L0240,E013,66.48250579833984
S09446,L0201,E013,74.17346954345703
S09332,L0212,E013,72.53215026855469
S08529,L0235,E013,67.23065185546875
S09714,L0222,E013,68.61206817626953
S09277,L0218,E013,72.53191375732422
S08508,L0220,E013,66.48250579833984
S09971,L0215,E013,74.17034912109375
S09280,L0221,E013,67.2305908203125
S09448,L0220,E013,72.53189086914062
S09628,L0222,E013,67.2308120727539
S09846,L0239,E013,68.6123275756836
S09250,L0222,E013,66.48250579833984
S09715,L0241,E013,74.16913604736328
S08809,L0217,E013,72.53228759765625
S08844,L0241,E013,67.23114013671875
S08818,L0224,E013,68.61216735839844
S09502,L0240,E013,66.48250579833984
S08566,L0208,E013,74.16932678222656
S08628,L0218,E013,72.53218078613281
S09271,L0222,E013,67.23065185546875
S09928,L0242,E013,68.6121597290039
S08895,L0220,E013,66.48250579833984
S09049,L0201,E013,74.17089080810547
S09080,L0229,E013,72.53204345703125
S09673,L0236,E013,67.2313461303711
S09161,L0229,E013,68.61196899414062
S08780,L0222,E013,66.48250579833984
S09274,L0208,E013,74.16903686523438
S08766,L0231,E013,72.53205871582031
S08766,L0225,E013,72.53223419189453
S09684,L0202,E013,67.2310791015625
S09634,L0236,E013,68.61222076416016
S09128,L0236,E013,66.48250579833984
S09866,L0243,E013,74.16988372802734
S08862,L0200,E013,66.48250579833984
S09288,L0235,E013,74.16974639892578
S08652,L0215,E013,72.53202056884766
S08689,L0206,E013,67.2308578491211
S09387,L0227,E013,68.61195373535156
S09297,L0224,E013,66.48250579833984
S08566,L0239,E013,74.1766357421875
S09396,L0229,E013,66.48250579833984
S09571,L0222,E013,74.1709976196289
S09092,L0236,E013,72.53216552734375
S09681,L0224,E013,67.23094177246094
S08759,L0242,E013,67.23100280761719
S09846,L0208,E013,68.61203002929688
S08722,L0209,E013,68.61209869384766
S08949,L0235,E013,66.48250579833984
S09107,L0201,E013,74.17216491699219
S09029,L0212,E013,68.61207580566406
S09870,L0229,E013,72.53221130371094
S08836,L0240,E013,67.23066711425781
S09332,L0221,E013,72.53233337402344
S09274,L0209,E013,74.17134094238281
S09935,L0209,E013,68.61212921142578
S08594,L0227,E013,66.48250579833984
S09626,L0218,E013,74.17001342773438
S08645,L0236,E013,72.53192901611328
S09071,L0231,E013,67.23078155517578
S08779,L0222,E013,68.612060546875
S09616,L0200,E013,66.48250579833984
S09613,L0227,E013,74.17086029052734
S08644,L0241,E013,72.53225708007812
S08889,L0236,E013,67.23109436035156
S09669,L0227,E013,68.612060546875
S08555,L0229,E013,68.61205291748047
S08837,L0221,E013,66.48250579833984
S09011,L0206,E013,74.17178344726562
S09011,L0212,E013,74.1705322265625
S09733,L0217,E013,72.53153228759766
S08558,L0202,E013,67.2308349609375
S09000,L0209,E013,68.61212921142578
S08843,L0216,E013,66.48250579833984
S09452,L0225,E013,74.17047882080078
S09034,L0242,E013,68.61227416992188
S09452,L0231,E013,74.1703872680664
S08891,L0243,E013,72.53227996826172
S08950,L0235,E013,67.23043823242188
S09325,L0216,E013,68.61210632324219
S08682,L0200,E013,66.48250579833984
S08983,L0202,E013,74.16958618164062
S08791,L0236,E013,72.53218841552734
S09346,L0215,E013,67.231201171875
S09670,L0225,E013,68.61209869384766
S09908,L0217,E013,66.48250579833984
S09203,L0219,E013,74.16969299316406
S09580,L0227,E013,72.53215026855469
S09345,L0231,E013,67.23065185546875
S09515,L0242,E013,67.2313003540039
S09069,L0240,E013,66.48250579833984
S08816,L0231,E013,68.6120376586914
S09451,L0229,E013,66.48250579833984
S08794,L0229,E013,72.53209686279297
S09175,L0236,E013,66.48250579833984
S08837,L0218,E013,66.48250579833984
S09321,L0242,E013,66.48250579833984
S08512,L0209,E013,74.17012786865234
S09227,L0202,E013,72.53202056884766
S09101,L0200,E013,72.53116607666016
S09227,L0216,E013,72.53184509277344
S09470,L0201,E013,67.23128509521484
S09193,L0229,E013,67.2305679321289
S08887,L0239,E013,68.61209869384766
S09529,L0239,E013,72.53192901611328
S09689,L0206,E013,66.48250579833984
S09689,L0212,E013,66.48250579833984
S09717,L0209,E013,74.1720962524414
S08949,L0227,E013,66.48250579833984
S09861,L0220,E013,72.53246307373047
S09140,L0222,E013,67.23075866699219
S08903,L0215,E013,68.6122055053711
S09402,L0225,E013,66.48250579833984
S09402,L0231,E013,66.48250579833984
S09753,L0218,E013,74.16808319091797
S09500,L0208,E013,72.5322494506836
S09382,L0239,E013,72.53178405761719
S08703,L0224,E013,67.2308578491211
S08532,L0240,E013,68.61201477050781
S09625,L0200,E013,66.48250579833984
S09209,L0241,E013,66.48250579833984
S09386,L0241,E013,74.17097473144531
S09080,L0235,E013,72.53226470947266
S09362,L0220,E013,72.53197479248047
S08883,L0243,E013,67.23068237304688
S09205,L0209,E013,68.61199951171875
S09678,L0212,E013,66.48250579833984
S09164,L0206,E013,74.17166137695312
S09678,L0206,E013,66.48250579833984
S08750,L0215,E013,72.53192901611328
S08616,L0201,E013,67.23070526123047
S08651,L0231,E013,68.61212158203125
S09047,L0217,E013,66.48250579833984
S09343,L0220,E013,74.17115020751953
S09205,L0208,E013,68.61196899414062
S09377,L0242,E013,68.61207580566406
S09676,L0224,E013,72.53201293945312
S08950,L0227,E013,67.23055267333984
S08637,L0215,E013,67.23081970214844
S08727,L0217,E013,68.6126708984375
S08725,L0240,E013,72.53236389160156
S09533,L0231,E013,66.48250579833984
S09964,L0242,E013,74.17189025878906
S09196,L0231,E013,72.53187561035156
S08529,L0229,E013,67.23078918457031
S09306,L0209,E013,67.23060607910156
S09677,L0220,E013,68.61203002929688
S09649,L0231,E013,66.48250579833984
S09649,L0225,E013,66.48250579833984
S09155,L0219,E013,74.17039489746094
S09589,L0239,E013,72.53170013427734
S08965,L0241,E013,72.53228759765625
S08854,L0242,E013,67.23121643066406
S09342,L0218,E013,68.61197662353516
S09920,L0208,E013,66.48250579833984
S09386,L0227,E013,74.17002868652344
S09209,L0227,E013,66.48250579833984
S09824,L0222,E013,74.17288970947266
S08767,L0219,E013,72.53231811523438
S09366,L0216,E013,67.23102569580078
S08793,L0200,E013,68.61244201660156
S08931,L0200,E013,67.23100280761719
S09915,L0220,E013,66.48250579833984
S09740,L0219,E013,74.172607421875
S09740,L0225,E013,74.1722412109375
S08683,L0217,E013,72.53189086914062
S09620,L0240,E013,67.2305679321289
S09510,L0201,E013,68.61203002929688
S08745,L0239,E013,66.48250579833984
S08943,L0225,E013,74.16893768310547
S09920,L0209,E013,66.48250579833984
S08943,L0231,E013,74.16870880126953
S09543,L0224,E013,72.53221130371094
S09919,L0240,E013,67.23053741455078
S09923,L0215,E013,68.61211395263672
S09144,L0217,E013,66.48250579833984
S09485,L0236,E013,74.17273712158203
S09152,L0242,E013,72.53176879882812
S08613,L0243,E013,67.23052215576172
S08578,L0217,E013,68.6123046875
S09833,L0229,E013,68.61203002929688
S09759,L0224,E013,66.48250579833984
S09767,L0221,E013,74.17083740234375
S08961,L0212,E013,72.53205871582031
S08890,L0242,E013,67.2308578491211
S09580,L0241,E013,72.5322036743164
S09907,L0219,E013,74.16919708251953
S09899,L0202,E013,72.53204345703125
S09907,L0225,E013,74.1693115234375
S08971,L0242,E013,67.2310791015625
S09199,L0201,E013,68.61215209960938
S09554,L0206,E013,66.48250579833984
S08778,L0222,E013,74.16808319091797
S08782,L0218,E013,72.5317611694336
S09716,L0224,E013,67.2308578491211
S08959,L0239,E013,68.61225128173828
S09480,L0212,E013,68.61211395263672
S09819,L0239,E013,66.48250579833984
S08710,L0218,E013,74.16995239257812
S09752,L0221,E013,72.53229522705078
S08790,L0236,E013,67.23078155517578
S09546,L0200,E013,68.61211395263672
S09270,L0239,E013,66.48250579833984
S09596,L0217,E013,74.17558288574219
S08817,L0221,E013,72.53225708007812
S09621,L0220,E013,67.23065185546875
S09865,L0216,E013,68.6121597290039
S08743,L0215,E013,66.48250579833984
S09969,L0218,E013,74.17083740234375
S09811,L0235,E013,68.61194610595703
S09525,L0217,E013,72.53196716308594
S09158,L0208,E013,67.23075866699219
S08510,L0201,E013,67.23066711425781
S09666,L0229,E013,74.17091369628906
S09613,L0241,E013,74.1718521118164
S08935,L0242,E013,72.5319595336914
S08753,L0241,E013,68.61225128173828
S09315,L0243,E013,66.48250579833984
S09519,L0241,E013,74.17200469970703
S09669,L0241,E013,68.61211395263672
S08710,L0221,E013,74.16956329345703
S09752,L0218,E013,72.53199768066406
S08576,L0224,E013,72.53193664550781
S08867,L0243,E013,67.23048400878906
S09314,L0235,E013,74.16960144042969
S08554,L0239,E013,68.61216735839844
S09837,L0241,E013,66.48250579833984
S09892,L0216,E013,74.17371368408203
S08817,L0218,E013,72.53187561035156
S08956,L0240,E013,72.5322494506836
S09969,L0221,E013,74.1700439453125
S09341,L0201,E013,67.23086547851562
S09161,L0242,E013,68.61199951171875
S09776,L0200,E013,66.48250579833984
S09438,L0239,E013,68.6121826171875
S08897,L0208,E013,66.48250579833984
S09261,L0219,E013,74.17025756835938
S09261,L0225,E013,74.17044830322266
S09928,L0229,E013,68.6120834350586
S08993,L0236,E013,72.53215026855469
S08561,L0206,E013,67.23058319091797
S08723,L0225,E013,68.612060546875
S09542,L0243,E013,66.48250579833984
S09387,L0241,E013,68.61197662353516
S08723,L0219,E013,68.61206817626953
S08658,L0201,E013,74.17427062988281
S08702,L0231,E013,72.53216552734375
S08702,L0225,E013,72.53228759765625
S09111,L0224,E013,67.23152160644531
S08707,L0216,E013,68.61214447021484
S08897,L0209,E013,66.48250579833984
S08582,L0216,E013,66.48250579833984
S08614,L0208,E013,68.61199188232422
S09540,L0215,E013,74.17170715332031
S09406,L0215,E013,72.53204345703125
S08594,L0241,E013,66.48250579833984
S09317,L0227,E009,66.48250579833984
S09540,L0218,E009,74.1703872680664
S09844,L0208,E009,67.2308120727539
S09386,L0212,E009,74.1712417602539
S09866,L0229,E009,74.17021179199219
S09209,L0212,E009,66.48250579833984
S08798,L0219,E009,72.53144836425781
S08751,L0219,E009,74.17159271240234
S09142,L0224,E009,72.5318603515625
S08759,L0201,E009,67.23064422607422
S09780,L0242,E009,74.1698989868164
S08735,L0242,E009,68.61205291748047
S09276,L0235,E009,68.612060546875
S09073,L0227,E009,67.23188781738281
S08815,L0241,E009,67.2313003540039
S08732,L0227,E009,74.17121887207031
S09952,L0218,E009,72.53175354003906
S09553,L0241,E009,72.53185272216797
S09188,L0239,E009,72.53237915039062
S09678,L0240,E009,66.48250579833984
S08540,L0236,E009,67.23138427734375
S09510,L0220,E009,68.61213684082031
S08795,L0227,E009,67.2310562133789
S09314,L0206,E009,74.17097473144531
S09844,L0209,E009,67.23097229003906
S09621,L0216,E009,67.23113250732422
S09865,L0208,E009,68.61202239990234
S09621,L0202,E009,67.23101806640625
S09776,L0231,E009,66.48250579833984
S09655,L0221,E009,66.48250579833984
S08998,L0215,E009,66.48250579833984
S09677,L0202,E009,68.61207580566406
S09790,L0239,E009,68.61211395263672
S08916,L0224,E009,68.61199951171875
S08685,L0227,E009,66.48250579833984
S09689,L0240,E009,66.48250579833984
S08606,L0215,E009,66.48250579833984
S08952,L0209,E009,74.17138671875
S09715,L0218,E009,74.17080688476562
S09564,L0215,E009,72.53216552734375
S09366,L0208,E009,67.23079681396484
S09502,L0231,E009,66.48250579833984
S09860,L0239,E009,72.53197479248047
S08844,L0218,E009,67.23082733154297
S08997,L0241,E009,66.48250579833984
S09502,L0225,E009,66.48250579833984
S09259,L0200,E009,67.23094177246094
S09199,L0220,E009,68.612060546875
S09034,L0201,E009,68.61219787597656
S08891,L0229,E009,72.53203582763672
S09915,L0202,E009,66.48250579833984
S09915,L0216,E009,66.48250579833984
S09641,L0222,E009,66.48250579833984
S09704,L0216,E009,68.61211395263672
S08923,L0224,E009,74.17393493652344
S09593,L0239,E009,72.53103637695312
S09894,L0235,E009,68.61207580566406
S08952,L0208,E009,74.17108917236328
S09317,L0235,E009,66.48250579833984
S09862,L0243,E009,67.23089599609375
S08510,L0220,E009,67.23084259033203
S08614,L0217,E009,68.61222839355469
S09793,L0208,E009,72.53225708007812
S08901,L0215,E009,67.2310562133789
S08771,L0241,E009,72.53108215332031
S09893,L0241,E009,68.61212158203125
S09715,L0221,E009,74.17062377929688
S09136,L0215,E009,72.53160858154297
S08844,L0221,E009,67.23080444335938
S09827,L0219,E009,67.23097229003906
S09281,L0222,E009,67.23102569580078
S09073,L0235,E009,67.23136901855469
S09904,L0209,E009,66.48250579833984
S09904,L0208,E009,66.48250579833984
S09011,L0240,E009,74.1709213256836
S08732,L0235,E009,74.1707534790039
S09321,L0201,E009,66.48250579833984
S08781,L0209,E009,72.5314712524414
S08707,L0208,E009,68.61213684082031
S09515,L0201,E009,67.2310791015625
S09793,L0209,E009,72.53209686279297
S09308,L0224,E009,72.5322494506836
S08897,L0217,E009,66.48250579833984
S09436,L0239,E009,74.17203521728516
S08582,L0208,E009,66.48250579833984
S09573,L0219,E009,66.48250579833984
S09341,L0220,E009,67.23075103759766
S09856,L0222,E009,67.23146057128906
S08869,L0243,E009,67.2306900024414
S09378,L0241,E009,67.23101043701172
S09964,L0201,E009,74.17044067382812
S09923,L0218,E009,68.61211395263672
S08752,L0200,E009,66.48250579833984
S08575,L0227,E009,67.23188018798828
S09029,L0240,E009,68.61203002929688
S09460,L0239,E009,67.23157501220703
S09913,L0216,E009,68.61211395263672
S08969,L0239,E009,72.53173828125
S09777,L0242,E009,74.1710433959961
S08883,L0229,E009,67.23097229003906
S09018,L0239,E009,66.48250579833984
S09951,L0200,E009,74.17096710205078
S09377,L0201,E009,68.61203002929688
S08537,L0219,E009,68.61206817626953
S08537,L0225,E009,68.61207580566406
S09248,L0209,E009,66.48250579833984
S09245,L0236,E009,74.17044067382812
S09952,L0221,E009,72.53176879882812
S09606,L0215,E009,66.48250579833984
S08931,L0231,E009,67.23149108886719
S09061,L0224,E009,66.48250579833984
S08658,L0220,E009,74.17161560058594
S09894,L0227,E009,68.61214447021484
S09282,L0200,E009,67.23107147216797
S08765,L0243,E009,67.23098754882812
S09945,L0215,E009,68.61214447021484
S09892,L0208,E009,74.16886901855469
S09811,L0206,E009,68.61213684082031
S09655,L0218,E009,66.48250579833984
S09972,L0243,E009,66.48250579833984
S09158,L0217,E009,67.23141479492188
S08686,L0200,E009,66.48250579833984
S09719,L0224,E009,74.17130279541016
S09262,L0242,E009,66.48250579833984
S08575,L0241,E009,67.23177337646484
S08579,L0221,E009,67.23079681396484
S08574,L0236,E009,67.23128509521484
S08785,L0215,E009,74.17144775390625
S08843,L0208,E009,66.48250579833984
S09707,L0243,E009,66.48250579833984
S09387,L0212,E009,68.6120376586914
S09765,L0222,E009,68.612060546875
S08905,L0221,E009,74.17138671875
S09325,L0208,E009,68.61203002929688
S09030,L0224,E009,72.53193664550781
S09181,L0221,E009,68.61211395263672
S09397,L0243,E009,74.17033386230469
S08820,L0236,E009,66.48250579833984
S09107,L0220,E009,74.1701889038086
S09625,L0231,E009,66.48250579833984
S09673,L0227,E009,67.23176574707031
S08854,L0201,E009,67.23114013671875
S09684,L0222,E009,67.23161315917969
S09234,L0241,E009,72.53192901611328
S09884,L0239,E009,72.53034973144531
S09463,L0242,E009,72.53179931640625
S08594,L0212,E009,66.48250579833984
S08613,L0229,E009,67.2308120727539
S09579,L0225,E009,67.23080444335938
S08973,L0243,E009,68.612060546875
S09579,L0219,E009,67.23090362548828
S08983,L0222,E009,74.17037200927734
S09088,L0236,E009,66.48250579833984
S09846,L0217,E009,68.61234283447266
S09080,L0206,E009,72.53128051757812
S09613,L0212,E009,74.17235565185547
S09893,L0227,E009,68.6121597290039
S09669,L0212,E009,68.6120834350586
S08818,L0222,E009,68.61212921142578
S09214,L0235,E009,67.2308349609375
S09101,L0231,E009,72.5291748046875
S08558,L0222,E009,67.23152160644531
S09903,L0236,E009,68.61205291748047
S08625,L0235,E009,67.23063659667969
S08971,L0201,E009,67.23089599609375
S09255,L0216,E009,66.48250579833984
S08890,L0201,E009,67.23103332519531
S09125,L0202,E009,68.61212158203125
S09125,L0216,E009,68.61215209960938
S09818,L0224,E009,66.48250579833984
S08922,L0224,E009,74.17079162597656
S09152,L0201,E009,72.53157043457031
S09274,L0217,E009,74.1716537475586
S09265,L0224,E009,74.17159271240234
S09637,L0231,E009,74.1704330444336
S09637,L0225,E009,74.17042541503906
S08690,L0222,E009,66.48250579833984
S09346,L0218,E009,67.23089599609375
S08685,L0241,E009,66.48250579833984
S09580,L0212,E009,72.53211975097656
S09857,L0221,E009,66.48250579833984
S08713,L0242,E009,66.48250579833984
S09288,L0206,E009,74.17130279541016
S09362,L0202,E009,72.53201293945312
S09362,L0216,E009,72.53190612792969
S09646,L0209,E009,66.48250579833984
S09205,L0217,E009,68.61219787597656
S09315,L0229,E009,66.48250579833984
S09831,L0239,E009,67.23088073730469
S09977,L0239,E009,74.17205810546875
S09480,L0240,E009,68.61211395263672
S09343,L0216,E009,74.17173767089844
S09586,L0200,E009,66.48250579833984
S09352,L0225,E009,72.53153991699219
S09343,L0202,E009,74.17118835449219
S09470,L0220,E009,67.23058319091797
S08809,L0215,E009,72.53206634521484
S09352,L0219,E009,72.53133392333984
S08742,L0219,E009,66.48250579833984
S08935,L0201,E009,72.53206634521484
S08867,L0229,E009,67.23081970214844
S08949,L0212,E009,66.48250579833984
S08949,L0206,E009,66.48250579833984
S09673,L0235,E009,67.23124694824219
S08961,L0240,E009,72.53231048583984
S09298,L0243,E009,67.23094940185547
S09067,L0243,E009,74.1709976196289
S08546,L0242,E009,68.6120834350586
S09500,L0217,E009,72.53138732910156
S09828,L0239,E009,68.61235809326172
S09714,L0236,E009,68.61199951171875
S09094,L0200,E009,68.61216735839844
S09577,L0200,E009,67.23088073730469
S09628,L0236,E009,67.2313461303711
S08579,L0218,E009,67.2308120727539
S09250,L0236,E009,66.48250579833984
S09154,L0215,E009,74.17168426513672
S09542,L0229,E009,66.48250579833984
S08616,L0220,E009,67.2306900024414
S08628,L0224,E009,72.53175354003906
S09271,L0236,E009,67.23092651367188
S09553,L0227,E009,72.53176879882812
S09426,L0221,E009,68.61237335205078
S08652,L0218,E009,72.53167724609375
S08950,L0212,E009,67.23111724853516
S08950,L0206,E009,67.2313003540039
S08862,L0231,E009,66.48250579833984
S09181,L0218,E009,68.61212158203125
S09339,L0215,E009,67.23069763183594
S09861,L0202,E009,72.53178405761719
S08795,L0241,E009,67.23097229003906
S08780,L0236,E009,66.48250579833984
S09161,L0201,E009,68.61199188232422
S09574,L0221,E009,72.5317611694336
S09306,L0242,E009,67.23130798339844
S09196,L0209,E009,72.53146362304688
S08875,L0220,E009,74.17117309570312
S09533,L0209,E009,66.48250579833984
S09261,L0243,E009,74.17005157470703
S09580,L0221,E009,72.53211975097656
S08682,L0216,E009,66.48250579833984
S09857,L0212,E009,66.48250579833984
S08753,L0218,E009,68.61231231689453
S08889,L0235,E009,67.23096466064453
S09519,L0218,E009,74.17163848876953
S08651,L0209,E009,68.61222839355469
S08723,L0243,E009,68.61203002929688
S09227,L0239,E009,72.53076171875
S09733,L0215,E009,72.53118896484375
S08651,L0208,E009,68.61219787597656
S09259,L0240,E009,67.23078155517578
S09571,L0236,E009,74.17256927490234
S09451,L0206,E009,66.48250579833984
S09529,L0217,E009,72.53146362304688
S09689,L0200,E009,66.48250579833984
S09616,L0216,E009,66.48250579833984
S09971,L0218,E009,74.17057037353516
S09837,L0218,E009,66.48250579833984
S08791,L0235,E009,72.53215026855469
S09533,L0208,E009,66.48250579833984
S09615,L0222,E009,68.61248016357422
S09196,L0208,E009,72.5317153930664
S09767,L0240,E009,74.17196655273438
S09626,L0224,E009,74.17123413085938
